Draft Class,Card Name,Rarity,Type,Card Class,Average,P(1 or more),P(2 or more),P(3 or more)
Druid,Ebon Dragonsmith,rare,Minion,neutral,0.03421,0.03369,0.00052,0
Druid,Corpsetaker,epic,Minion,neutral,0.0328,0.03222,0.00056,0.00002
Druid,War Golem,basic,Minion,neutral,0.03245,0.0319,0.00055,0
Druid,Lord of the Arena,basic,Minion,neutral,0.03228,0.03178,0.0005,0
Druid,Murloc Raider,basic,Minion,neutral,0.03148,0.03082,0.00066,0
Druid,Grimscale Oracle,basic,Minion,neutral,0.03046,0.03003,0.00043,0
Druid,Nightblade,basic,Minion,neutral,0.03044,0.02994,0.0005,0
Druid,Dalaran Mage,basic,Minion,neutral,0.02983,0.02942,0.0004,0.00001
Druid,Emerald Hive Queen,epic,Minion,neutral,0.02944,0.02898,0.00044,0.00002
Druid,Big Game Hunter,epic,Minion,neutral,0.02888,0.02842,0.00046,0
Druid,Faceless Manipulator,epic,Minion,neutral,0.02832,0.02789,0.00042,0.00001
Druid,Harrison Jones,legendary,Minion,neutral,0.02781,0.02736,0.00045,0
Druid,Phantom Freebooter,rare,Minion,neutral,0.02757,0.02712,0.00045,0
Druid,Hogger,legendary,Minion,neutral,0.02736,0.02702,0.00034,0
Druid,Deathwing,legendary,Minion,neutral,0.02731,0.02701,0.0003,0
Druid,Frostwolf Grunt,basic,Minion,neutral,0.02727,0.02683,0.00044,0
Druid,Doomsayer,epic,Minion,neutral,0.02712,0.02672,0.0004,0
Druid,Malygos,legendary,Minion,neutral,0.02686,0.02657,0.00029,0
Druid,Leeroy Jenkins,legendary,Minion,neutral,0.02678,0.02647,0.00031,0
Druid,Illidan Stormrage,legendary,Minion,neutral,0.02667,0.02646,0.00021,0
Druid,Grand Archivist,epic,Minion,neutral,0.02642,0.02612,0.0003,0
Druid,Thrallmar Farseer,common,Minion,neutral,0.02636,0.02598,0.00037,0.00001
Druid,Nerubian Unraveler,epic,Minion,neutral,0.02607,0.02581,0.00025,0.00001
Druid,Ysera,legendary,Minion,neutral,0.02537,0.02506,0.00031,0
Druid,Booty Bay Bodyguard,basic,Minion,neutral,0.02524,0.02493,0.00031,0
Druid,Sandbinder,epic,Minion,neutral,0.02514,0.02478,0.00036,0
Druid,Stonetusk Boar,basic,Minion,neutral,0.02498,0.02464,0.00034,0
Druid,Master Oakheart,legendary,Minion,neutral,0.02454,0.02426,0.00028,0
Druid,Juicy Psychmelon,epic,Spell,druid,0.0241,0.02383,0.00027,0
Druid,Young Dragonhawk,common,Minion,neutral,0.02396,0.02368,0.00028,0
Druid,Shieldbearer,common,Minion,neutral,0.02391,0.02362,0.00027,0.00002
Druid,Leper Gnome,common,Minion,neutral,0.02373,0.02348,0.00024,0.00001
Druid,Goldshire Footman,basic,Minion,neutral,0.02371,0.02347,0.00023,0.00001
Druid,Priestess of Elune,common,Minion,neutral,0.02362,0.02332,0.0003,0
Druid,Tauren Warrior,common,Minion,neutral,0.02355,0.02331,0.00024,0
Druid,Windfury Harpy,common,Minion,neutral,0.0235,0.02328,0.00022,0
Druid,Core Hound,basic,Minion,neutral,0.02348,0.02329,0.00019,0
Druid,Silverback Patriarch,basic,Minion,neutral,0.02337,0.0231,0.00027,0
Druid,Raid Leader,basic,Minion,neutral,0.02331,0.02295,0.00036,0
Druid,Mogu'shan Warden,common,Minion,neutral,0.02328,0.02301,0.00027,0
Druid,Wisp,common,Minion,neutral,0.02309,0.02275,0.00034,0
Druid,Magma Rager,basic,Minion,neutral,0.02301,0.02277,0.00024,0
Druid,Mana Wraith,rare,Minion,neutral,0.02171,0.02153,0.00018,0
Druid,Imp Master,rare,Minion,neutral,0.02078,0.02062,0.00016,0
Druid,Countess Ashmore,legendary,Minion,neutral,0.02031,0.02,0.0003,0.00001
Druid,Young Priestess,rare,Minion,neutral,0.0203,0.02011,0.00019,0
Druid,Hemet Jungle Hunter,legendary,Minion,neutral,0.02008,0.01992,0.00016,0
Druid,Spiritsinger Umbra,legendary,Minion,neutral,0.02005,0.01989,0.00016,0
Druid,Murloc Tidecaller,rare,Minion,neutral,0.01988,0.01968,0.0002,0
Druid,Questing Adventurer,rare,Minion,neutral,0.01954,0.01934,0.00019,0.00001
Druid,Ravenholdt Assassin,rare,Minion,neutral,0.01944,0.01926,0.00018,0
Druid,Prince Valanar,legendary,Minion,neutral,0.01936,0.01916,0.0002,0
Druid,Lightwarden,rare,Minion,neutral,0.01931,0.01919,0.00012,0
Druid,Demolisher,rare,Minion,neutral,0.0192,0.01903,0.00017,0
Druid,Rummaging Kobold,epic,Minion,neutral,0.01907,0.01893,0.00014,0
Druid,Prince Keleseth,legendary,Minion,neutral,0.01895,0.01884,0.00011,0
Druid,Prince Taldaram,legendary,Minion,neutral,0.01861,0.01847,0.00014,0
Druid,Master Swordsmith,rare,Minion,neutral,0.01859,0.01842,0.00017,0
Druid,Zola the Gorgon,legendary,Minion,neutral,0.01836,0.01824,0.00012,0
Druid,Abomination,rare,Minion,neutral,0.01821,0.01804,0.00017,0
Druid,Mana Addict,rare,Minion,neutral,0.01815,0.01801,0.00014,0
Druid,Forest Guide,rare,Minion,druid,0.01669,0.01658,0.00011,0
Druid,Devilsaur Egg,rare,Minion,neutral,0.01583,0.01574,0.00009,0
Druid,Secretkeeper,rare,Minion,neutral,0.01557,0.01546,0.00011,0
Druid,Giant Anaconda,epic,Minion,druid,0.01513,0.01503,0.0001,0
Druid,Unpowered Mauler,rare,Minion,neutral,0.01513,0.01499,0.00013,0.00001
Druid,Floop's Glorious Gloop,legendary,Spell,druid,0.01502,0.01491,0.00011,0
Druid,Furbolg Mossbinder,rare,Minion,neutral,0.01478,0.01469,0.00009,0
Druid,Murloc Warleader,epic,Minion,neutral,0.01465,0.01457,0.00008,0
Druid,Ticking Abomination,rare,Minion,neutral,0.01451,0.0144,0.00011,0
Druid,Gravelsnout Knight,rare,Minion,neutral,0.01418,0.01408,0.0001,0
Druid,Southsea Captain,epic,Minion,neutral,0.01405,0.01391,0.00014,0
Druid,Hungry Crab,epic,Minion,neutral,0.01277,0.0127,0.00007,0
Druid,Furnacefire Colossus,epic,Minion,neutral,0.01253,0.01245,0.00007,0.00001
Druid,Tortollan Primalist,epic,Minion,neutral,0.01115,0.01106,0.00009,0
Druid,Star Aligner,epic,Minion,neutral,0.01093,0.01084,0.00009,0
Druid,Flobbidinous Floop,legendary,Minion,druid,0.01092,0.01087,0.00005,0
Druid,Duskfallen Aviana,legendary,Minion,druid,0.01068,0.01066,0.00002,0
Druid,Tomb Lurker,epic,Minion,neutral,0.01032,0.01028,0.00004,0
Druid,Tinkmaster Overspark,legendary,Minion,neutral,0.01019,0.01016,0.00003,0
Druid,Nat Pagle,legendary,Minion,neutral,0.01016,0.01012,0.00004,0
Druid,Baleful Banker,epic,Minion,neutral,0.0101,0.01004,0.00006,0
Druid,King Mukla,legendary,Minion,neutral,0.01008,0.01006,0.00002,0
Druid,Bloodmage Thalnos,legendary,Minion,neutral,0.01008,0.01003,0.00005,0
Druid,Skulking Geist,epic,Minion,neutral,0.00991,0.00987,0.00004,0
Druid,Rattling Rascal,epic,Minion,neutral,0.00952,0.00949,0.00003,0
Druid,Captain Greenskin,legendary,Minion,neutral,0.00944,0.0094,0.00004,0
Druid,The Beast,legendary,Minion,neutral,0.00903,0.00899,0.00004,0
Druid,Nozdormu,legendary,Minion,neutral,0.00867,0.00862,0.00005,0
Druid,Shimmering Courser,epic,Minion,neutral,0.0084,0.00835,0.00005,0
Druid,Harbinger Celestia,legendary,Minion,neutral,0.00777,0.00775,0.00002,0
Druid,Bloodsail Corsair,rare,Minion,neutral,0.00771,0.0077,0.00001,0
Druid,Angry Chicken,rare,Minion,neutral,0.00771,0.00765,0.00006,0
Druid,Deathaxe Punisher,epic,Minion,neutral,0.00753,0.0075,0.00003,0
Druid,Dragonhatcher,epic,Minion,neutral,0.00749,0.00746,0.00003,0
Druid,Meat Wagon,epic,Minion,neutral,0.00743,0.00738,0.00005,0
Druid,Drakkari Enchanter,epic,Minion,neutral,0.00741,0.00739,0.00002,0
Druid,Subject 9,legendary,Minion,neutral,0.00737,0.00735,0.00002,0
Druid,Ancient Mage,rare,Minion,neutral,0.00736,0.00735,0.00001,0
Druid,Arcane Golem,rare,Minion,neutral,0.00721,0.00717,0.00004,0
Druid,Azalina Soulthief,legendary,Minion,neutral,0.00689,0.00688,0.00001,0
Druid,Mecha'thun,legendary,Minion,neutral,0.0068,0.00677,0.00003,0
Druid,Coldlight Seer,rare,Minion,neutral,0.00679,0.00677,0.00002,0
Druid,Gadgetzan Auctioneer,rare,Minion,neutral,0.00676,0.00676,0,0
Druid,Dollmaster Dorian,legendary,Minion,neutral,0.00663,0.00658,0.00005,0
Druid,The Voraxx,legendary,Minion,neutral,0.00656,0.00653,0.00003,0
Druid,Ozruk,legendary,Minion,neutral,0.00653,0.0065,0.00003,0
Druid,King Togwaggle,legendary,Minion,neutral,0.0054,0.00539,0.00001,0
Druid,Mountain Giant,epic,Minion,neutral,0.00532,0.00532,0,0
Druid,Alarm-o-Bot,rare,Minion,neutral,0.00529,0.00528,0.00001,0
Druid,The Darkness,legendary,Minion,neutral,0.00512,0.00512,0,0
Druid,Lorewalker Cho,legendary,Minion,neutral,0.00399,0.00396,0.00003,0
Druid,Millhouse Manastorm,legendary,Minion,neutral,0.00366,0.00366,0,0
Hunter,Hunter's Mark,basic,Spell,hunter,1.28559,0.73401,0.36899,0.13501
Hunter,Secret Plan,common,Spell,hunter,1.16312,0.69576,0.32434,0.10901
Hunter,Bomb Toss,common,Spell,hunter,1.16076,0.69508,0.32393,0.1078
Hunter,Candleshot,common,Weapon,hunter,0.96432,0.62738,0.24957,0.06958
Hunter,Unleash the Hounds,common,Spell,hunter,0.96032,0.62251,0.25069,0.07034
Hunter,Grievous Bite,common,Spell,hunter,0.94777,0.6197,0.24392,0.06782
Hunter,Wing Blast,rare,Spell,hunter,0.9467,0.63062,0.2424,0.06141
Hunter,Explosive Trap,common,Spell,hunter,0.93863,0.61502,0.24167,0.06628
Hunter,Tundra Rhino,basic,Minion,hunter,0.90984,0.60306,0.23009,0.062
Hunter,Scavenging Hyena,common,Minion,hunter,0.9038,0.60146,0.22785,0.06046
Hunter,Freezing Trap,common,Spell,hunter,0.89701,0.59657,0.22688,0.05976
Hunter,Kill Command,basic,Spell,hunter,0.89608,0.59666,0.22635,0.05988
Hunter,Animal Companion,basic,Spell,hunter,0.89553,0.59743,0.2255,0.05899
Hunter,Deadly Shot,common,Spell,hunter,0.8734,0.58735,0.21845,0.05519
Hunter,Hunting Mastiff,common,Minion,hunter,0.83383,0.57151,0.20287,0.04917
Hunter,Vilebrood Skitterer,common,Minion,hunter,0.8305,0.5702,0.20244,0.04776
Hunter,Dire Frenzy,common,Spell,hunter,0.80486,0.55704,0.19276,0.04596
Hunter,Venomizer,common,Minion,hunter,0.80045,0.5545,0.1915,0.04536
Hunter,Venomstrike Trap,rare,Spell,hunter,0.7651,0.55128,0.17337,0.03478
Hunter,Eaglehorn Bow,rare,Weapon,hunter,0.73445,0.53633,0.16214,0.03127
Hunter,Cave Hydra,common,Minion,hunter,0.73148,0.52421,0.16503,0.03613
Hunter,Explosive Shot,rare,Spell,hunter,0.71804,0.52859,0.15575,0.02939
Hunter,Stubborn Gastropod,common,Minion,neutral,0.70554,0.51128,0.15625,0.03226
Hunter,Wandering Monster,rare,Spell,hunter,0.69451,0.5171,0.14845,0.0255
Hunter,Shroom Brewer,common,Minion,neutral,0.68315,0.49899,0.14893,0.03013
Hunter,Fungalmancer,common,Minion,neutral,0.6819,0.49953,0.14721,0.03009
Hunter,Grim Necromancer,common,Minion,neutral,0.68188,0.49861,0.14896,0.02922
Hunter,Crackling Razormaw,common,Minion,hunter,0.66891,0.49279,0.14347,0.02825
Hunter,Jeweled Macaw,common,Minion,hunter,0.66812,0.49118,0.14304,0.0288
Hunter,Bearshark,common,Minion,hunter,0.66125,0.48888,0.14048,0.02727
Hunter,Lesser Emerald Spellstone,rare,Spell,hunter,0.65698,0.49621,0.13549,0.02202
Hunter,Multi-Shot,basic,Spell,hunter,0.65421,0.48524,0.1377,0.02694
Hunter,Carrion Drake,rare,Minion,hunter,0.64072,0.48843,0.12878,0.02118
Hunter,Houndmaster,basic,Minion,hunter,0.6242,0.46768,0.12807,0.02476
Hunter,Tanglefur Mystic,common,Minion,neutral,0.62366,0.46904,0.12775,0.02341
Hunter,Spider Bomb,rare,Minion,hunter,0.61522,0.47104,0.12208,0.01971
Hunter,Blackwald Pixie,common,Minion,neutral,0.59301,0.45129,0.11786,0.02065
Hunter,Stonehill Defender,rare,Minion,neutral,0.56875,0.44531,0.106,0.01581
Hunter,Ravencaller,common,Minion,neutral,0.56832,0.4361,0.11046,0.01931
Hunter,Swift Messenger,common,Minion,neutral,0.56603,0.43443,0.11017,0.01895
Hunter,Snake Trap,epic,Spell,hunter,0.55207,0.43633,0.10052,0.01394
Hunter,Furious Ettin,common,Minion,neutral,0.55198,0.42795,0.10454,0.01715
Hunter,Piloted Reaper,common,Minion,neutral,0.548,0.42471,0.1042,0.01666
Hunter,Wargear,common,Minion,neutral,0.54704,0.42392,0.10392,0.01697
Hunter,Electrowright,common,Minion,neutral,0.54603,0.42491,0.10244,0.01636
Hunter,Toxicologist,common,Minion,neutral,0.54388,0.42291,0.10245,0.01626
Hunter,Bone Drake,rare,Minion,neutral,0.54091,0.42882,0.09686,0.01385
Hunter,Spring Rocket,common,Minion,neutral,0.54086,0.42101,0.10106,0.01666
Hunter,Savannah Highmane,rare,Minion,hunter,0.53269,0.42377,0.09418,0.0132
Hunter,Mecharoo,common,Minion,neutral,0.52678,0.41379,0.09618,0.01487
Hunter,Glacial Shard,common,Minion,neutral,0.51659,0.40663,0.09393,0.01435
Hunter,Crushing Walls,epic,Spell,hunter,0.51475,0.41073,0.09001,0.01262
Hunter,Gilnean Royal Guard,rare,Minion,neutral,0.49563,0.40038,0.08369,0.01067
Hunter,Gladiator's Longbow,epic,Weapon,hunter,0.49227,0.39727,0.08343,0.01047
Hunter,Kaboom Bot,common,Minion,neutral,0.47991,0.3829,0.08365,0.01201
Hunter,Upgradeable Framebot,common,Minion,neutral,0.47965,0.3828,0.08354,0.012
Hunter,Skaterbot,common,Minion,neutral,0.47878,0.3819,0.08315,0.0123
Hunter,Cloakscale Chemist,common,Minion,neutral,0.47862,0.38313,0.08245,0.01167
Hunter,Coppertail Imposter,common,Minion,neutral,0.47821,0.383,0.08246,0.01151
Hunter,Steel Rager,common,Minion,neutral,0.4781,0.38347,0.08158,0.01159
Hunter,Arcane Shot,basic,Spell,hunter,0.47425,0.38024,0.08129,0.01134
Hunter,Bonemare,common,Minion,neutral,0.46228,0.37319,0.07692,0.01084
Hunter,Cobalt Scalebane,common,Minion,neutral,0.46118,0.37297,0.07682,0.01023
Hunter,Fire Plume Phoenix,common,Minion,neutral,0.46007,0.37049,0.07705,0.01108
Hunter,Missile Launcher,rare,Minion,neutral,0.4514,0.37123,0.07111,0.00839
Hunter,Tuskarr Fisherman,common,Minion,neutral,0.45062,0.36462,0.07482,0.01002
Hunter,Arcane Dynamo,rare,Minion,neutral,0.44808,0.36828,0.07082,0.0083
Hunter,Stitched Tracker,common,Minion,hunter,0.44574,0.362,0.0731,0.00945
Hunter,Fire Fly,common,Minion,neutral,0.44429,0.36052,0.07321,0.00956
Hunter,Hyldnir Frostrider,common,Minion,neutral,0.44236,0.35881,0.07265,0.00991
Hunter,Witchwood Grizzly,rare,Minion,neutral,0.44015,0.36313,0.06821,0.00808
Hunter,Stoneskin Basilisk,common,Minion,neutral,0.4343,0.35432,0.06955,0.00959
Hunter,Corrosive Sludge,common,Minion,neutral,0.43307,0.35294,0.07004,0.0091
Hunter,Giant Wasp,common,Minion,neutral,0.43196,0.35292,0.06902,0.00905
Hunter,Sunborne Val'kyr,common,Minion,neutral,0.42992,0.35222,0.06824,0.00861
Hunter,Fungal Enchanter,common,Minion,neutral,0.4291,0.35139,0.06768,0.00894
Hunter,Green Jelly,common,Minion,neutral,0.42884,0.3509,0.06841,0.00867
Hunter,Igneous Elemental,common,Minion,neutral,0.42616,0.34851,0.06823,0.00858
Hunter,Sated Threshadon,common,Minion,neutral,0.42612,0.34878,0.06789,0.00853
Hunter,Rotten Applebaum,common,Minion,neutral,0.42402,0.34685,0.06725,0.00893
Hunter,Walnut Sprite,common,Minion,neutral,0.42223,0.34633,0.06661,0.00836
Hunter,Cursed Disciple,common,Minion,neutral,0.42219,0.34559,0.06688,0.00879
Hunter,Deranged Doctor,common,Minion,neutral,0.42093,0.34582,0.06598,0.00845
Hunter,Giggling Inventor,rare,Minion,neutral,0.42004,0.34969,0.06313,0.00663
Hunter,Violet Wurm,common,Minion,neutral,0.41903,0.34414,0.06558,0.00829
Hunter,Eggnapper,common,Minion,neutral,0.41868,0.34521,0.06487,0.00779
Hunter,Nesting Roc,common,Minion,neutral,0.41777,0.34307,0.0654,0.00844
Hunter,Dragonslayer,common,Minion,neutral,0.41754,0.34334,0.06552,0.00784
Hunter,Deathspeaker,common,Minion,neutral,0.4173,0.34364,0.06478,0.00814
Hunter,Plated Beetle,common,Minion,neutral,0.41604,0.34279,0.06422,0.00816
Hunter,Tar Creeper,common,Minion,neutral,0.41355,0.33975,0.06453,0.00835
Hunter,Flanking Strike,common,Spell,hunter,0.41259,0.33929,0.06438,0.00807
Hunter,Acidic Swamp Ooze,basic,Minion,neutral,0.35794,0.30259,0.04931,0.00554
Hunter,Hench-Clan Thug,common,Minion,neutral,0.35463,0.30083,0.04829,0.00513
Hunter,Pumpkin Peasant,common,Minion,neutral,0.35377,0.29984,0.04861,0.00496
Hunter,Earthen Ring Farseer,common,Minion,neutral,0.3505,0.29729,0.04756,0.00533
Hunter,Faerie Dragon,common,Minion,neutral,0.35012,0.29647,0.04777,0.0055
Hunter,Chillwind Yeti,basic,Minion,neutral,0.3491,0.2961,0.04759,0.00488
Hunter,Saronite Chain Gang,rare,Minion,neutral,0.33631,0.2909,0.04156,0.00364
Hunter,Phantom Militia,rare,Minion,neutral,0.32925,0.28545,0.04022,0.00338
Hunter,Lone Champion,rare,Minion,neutral,0.32075,0.28024,0.03753,0.00279
Hunter,Hoarding Dragon,common,Minion,neutral,0.31023,0.26822,0.03779,0.00389
Hunter,Nightmare Amalgam,epic,Minion,neutral,0.30411,0.26694,0.03439,0.00262
Hunter,Mossy Horror,epic,Minion,neutral,0.30393,0.26617,0.03484,0.00277
Hunter,Fallen Sun Cleric,common,Minion,neutral,0.30117,0.26029,0.03713,0.00343
Hunter,Necrotic Geist,common,Minion,neutral,0.29972,0.2596,0.0364,0.0035
Hunter,Weaponized Pinata,epic,Minion,neutral,0.29346,0.25802,0.03267,0.0026
Hunter,Tracking,basic,Spell,hunter,0.28735,0.25162,0.03269,0.00284
Hunter,Mind Control Tech,rare,Minion,neutral,0.28192,0.24933,0.02998,0.00249
Hunter,Rockpool Hunter,common,Minion,neutral,0.28145,0.24692,0.03181,0.00252
Hunter,Sunwalker,rare,Minion,neutral,0.27654,0.24477,0.02941,0.00219
Hunter,Twilight Drake,rare,Minion,neutral,0.2719,0.24092,0.02875,0.00211
Hunter,Replicating Menace,rare,Minion,neutral,0.2715,0.23931,0.03007,0.002
Hunter,Primordial Drake,epic,Minion,neutral,0.2636,0.2349,0.0266,0.00203
Hunter,Stormwind Champion,basic,Minion,neutral,0.26106,0.23136,0.02744,0.00218
Hunter,Corpse Widow,rare,Minion,hunter,0.24916,0.22173,0.02536,0.00194
Hunter,Bittertide Hydra,epic,Minion,neutral,0.24424,0.21944,0.02329,0.00146
Hunter,Worgen Abomination,epic,Minion,neutral,0.24309,0.21961,0.02204,0.00138
Hunter,Charged Devilsaur,epic,Minion,neutral,0.24165,0.21711,0.02299,0.00149
Hunter,Bull Dozer,common,Minion,neutral,0.24007,0.21357,0.02453,0.00192
Hunter,Bronze Gatekeeper,common,Minion,neutral,0.23921,0.21326,0.0241,0.00177
Hunter,Damaged Stegotron,common,Minion,neutral,0.23909,0.21307,0.02418,0.0018
Hunter,Microtech Controller,common,Minion,neutral,0.239,0.21382,0.0235,0.00162
Hunter,Rusty Recycler,common,Minion,neutral,0.23659,0.2109,0.02382,0.00182
Hunter,Brainstormer,common,Minion,neutral,0.23624,0.21175,0.02258,0.0018
Hunter,Explodinator,common,Minion,neutral,0.23553,0.21132,0.02253,0.00157
Hunter,Amani Berserker,common,Minion,neutral,0.23185,0.20728,0.0227,0.00179
Hunter,Dark Iron Dwarf,common,Minion,neutral,0.2317,0.20823,0.0217,0.00173
Hunter,Mad Bomber,common,Minion,neutral,0.22673,0.20355,0.02164,0.00145
Hunter,Spiteful Smith,common,Minion,neutral,0.22369,0.2016,0.02044,0.00158
Hunter,Shattered Sun Cleric,basic,Minion,neutral,0.22355,0.20066,0.02126,0.00152
Hunter,Boulderfist Ogre,basic,Minion,neutral,0.22182,0.19969,0.02067,0.00137
Hunter,Emerald Reaver,common,Minion,neutral,0.2206,0.19924,0.01993,0.00133
Hunter,Silver Hand Knight,common,Minion,neutral,0.21964,0.19721,0.02093,0.00144
Hunter,Harvest Golem,common,Minion,neutral,0.21925,0.19754,0.02019,0.00147
Hunter,Loot Hoarder,common,Minion,neutral,0.21909,0.19745,0.02031,0.00127
Hunter,Sen'jin Shieldmasta,basic,Minion,neutral,0.21907,0.19753,0.02015,0.00131
Hunter,Sewer Crawler,common,Minion,neutral,0.21905,0.19756,0.02018,0.00123
Hunter,Silvermoon Guardian,common,Minion,neutral,0.21882,0.19729,0.02027,0.00121
Hunter,Stranglethorn Tiger,common,Minion,neutral,0.21855,0.19672,0.02031,0.00139
Hunter,Guild Recruiter,common,Minion,neutral,0.21854,0.1966,0.02041,0.00147
Hunter,Frost Elemental,common,Minion,neutral,0.21848,0.19679,0.02024,0.00137
Hunter,Raging Worgen,common,Minion,neutral,0.21826,0.19726,0.01966,0.00124
Hunter,Youthful Brewmaster,common,Minion,neutral,0.21819,0.19675,0.01997,0.00142
Hunter,Bloodfen Raptor,basic,Minion,neutral,0.21706,0.19542,0.02016,0.00146
Hunter,Thunder Lizard,common,Minion,neutral,0.21676,0.1957,0.01975,0.00127
Hunter,Acolyte of Pain,common,Minion,neutral,0.21652,0.19493,0.02005,0.00146
Hunter,Tainted Zealot,common,Minion,neutral,0.21621,0.19485,0.01999,0.00132
Hunter,Spiteful Summoner,epic,Minion,neutral,0.21615,0.19609,0.01889,0.00114
Hunter,Acherus Veteran,common,Minion,neutral,0.21586,0.19507,0.0194,0.00129
Hunter,Stegodon,common,Minion,neutral,0.21561,0.1942,0.0201,0.00127
Hunter,Spellbreaker,common,Minion,neutral,0.2155,0.19463,0.01962,0.00121
Hunter,Toothy Chest,common,Minion,neutral,0.21528,0.1939,0.02004,0.00133
Hunter,Kobold Apprentice,common,Minion,neutral,0.21517,0.19454,0.01938,0.00117
Hunter,Sleepy Dragon,common,Minion,neutral,0.21517,0.19449,0.01943,0.00122
Hunter,Ravasaur Runt,common,Minion,neutral,0.2148,0.19324,0.02009,0.00136
Hunter,Trogg Gloomeater,common,Minion,neutral,0.21462,0.19377,0.01954,0.00128
Hunter,Giant Mastodon,common,Minion,neutral,0.21439,0.19391,0.01912,0.00133
Hunter,Grave Shambler,common,Minion,neutral,0.21395,0.19424,0.01854,0.00112
Hunter,Stormwatcher,common,Minion,neutral,0.21395,0.19388,0.01878,0.00126
Hunter,Bloodsail Raider,common,Minion,neutral,0.21302,0.19231,0.01933,0.00127
Hunter,Venomancer,common,Minion,neutral,0.21297,0.19217,0.01938,0.00136
Hunter,Dire Wolf Alpha,common,Minion,neutral,0.21151,0.19188,0.01849,0.00108
Hunter,Boisterous Bard,common,Minion,neutral,0.21138,0.19137,0.01887,0.00107
Hunter,Volatile Elemental,common,Minion,neutral,0.21125,0.19089,0.01921,0.00111
Hunter,Scarlet Crusader,common,Minion,neutral,0.20996,0.18991,0.01891,0.00111
Hunter,Vryghoul,common,Minion,neutral,0.19696,0.17892,0.01691,0.00105
Hunter,Pterrordax Hatchling,common,Minion,neutral,0.19625,0.17875,0.01641,0.00106
Hunter,Blood Knight,epic,Minion,neutral,0.19272,0.17738,0.01472,0.00059
Hunter,Augmented Elekk,epic,Minion,neutral,0.1887,0.17292,0.01489,0.00085
Hunter,E.M.P. Operative,epic,Minion,neutral,0.18847,0.17318,0.0146,0.00069
Hunter,Loose Specimen,epic,Minion,neutral,0.18839,0.1734,0.01415,0.00081
